,Restaurant Name,Cuisines,City,Locality Verbose,Country,Longitude,Latitude,Average Cost for two ($USD),Aggregate rating,Votes,Location
1640,Lazeez Restaurant,"Chinese,NorthIndian,Italian,Mughlai",New Delhi,"Alaknanda, New Delhi",India,77.25456940000002,28.5256646,7.88,3.0,11.0,"Alaknanda,NewDelhi,India"
1641,Madhuvan Chinese Fast Food,Chinese,New Delhi,"Alaknanda, New Delhi",India,77.25324590000002,28.52560319,3.94,2.5,32.0,"Alaknanda,NewDelhi,India"
1642,Mr Wong,"Chinese,Thai",New Delhi,"Alaknanda, New Delhi",India,77.24979300000003,28.525675,10.51,3.2,10.0,"Alaknanda,NewDelhi,India"
1643,Mughlai Shahi Rasoi,"NorthIndian,Mughlai",New Delhi,"Alaknanda, New Delhi",India,77.253851,28.5253274,7.88,3.2,23.0,"Alaknanda,NewDelhi,India"
1644,Mumbai Central Street Food,"StreetFood,FastFood,Beverages",New Delhi,"Alaknanda, New Delhi",India,77.24780235,28.52774267,5.25,3.1,7.0,"Alaknanda,NewDelhi,India"
1645,Neha's Treat,Chinese,New Delhi,"Alaknanda, New Delhi",India,77.2540306,28.5257928,5.91,2.9,42.0,"Alaknanda,NewDelhi,India"
1646,New Bakers Shoppee,"Bakery,FastFood",New Delhi,"Alaknanda, New Delhi",India,77.25402072,28.52553898,2.63,3.2,21.0,"Alaknanda,NewDelhi,India"
1647,Pant  Ice Cream Parlour,"Desserts,IceCream",New Delhi,"Alaknanda, New Delhi",India,77.25401971,28.52572397,1.97,3.3,16.0,"Alaknanda,NewDelhi,India"
1648,PM 2 AM Food Bank,NorthIndian,New Delhi,"Alaknanda, New Delhi",India,77.25118,28.52757,6.57,2.5,37.0,"Alaknanda,NewDelhi,India"
1649,Punjabi Chaap Corner,NorthIndian,New Delhi,"Alaknanda, New Delhi",India,77.2542022,28.533376,3.28,2.9,4.0,"Alaknanda,NewDelhi,India"
1650,Sartaj Food Corner,"NorthIndian,SouthIndian,Chinese",New Delhi,"Alaknanda, New Delhi",India,77.2540755,28.5258419,6.57,2.8,7.0,"Alaknanda,NewDelhi,India"
1651,The Sugar Therapy,"Bakery,Desserts",New Delhi,"Alaknanda, New Delhi",India,77.25247900000002,28.523785,5.91,3.4,22.0,"Alaknanda,NewDelhi,India"
1652,Biryani Binge,"NorthIndian,Biryani",New Delhi,"Alaknanda, New Delhi",India,77.25034475,28.53141028,7.88,3.9,97.0,"Alaknanda,NewDelhi,India"
1653,City of Joy,Bengali,New Delhi,"Alaknanda, New Delhi",India,77.25312788,28.53267894,10.51,3.9,452.0,"Alaknanda,NewDelhi,India"
1654,Letz Roll,"IceCream,Desserts",New Delhi,"Alaknanda, New Delhi",India,77.24684659999998,28.5278902,3.28,3.6,14.0,"Alaknanda,NewDelhi,India"
1655,Nukkad,"Chinese,Mughlai,NorthIndian",New Delhi,"Alaknanda, New Delhi",India,77.25,28.53,8.54,3.6,82.0,"Alaknanda,NewDelhi,India"
1656,Shree Rathnam,"SouthIndian,NorthIndian,Chinese",New Delhi,"Alaknanda, New Delhi",India,77.2543449,28.5255985,10.51,2.4,31.0,"Alaknanda,NewDelhi,India"
1657,Alaturka,Turkish,New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.1549849,28.541562,7.88,2.5,100.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1658,Amici Gourmet Pizza,"Pizza,Italian",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.1549896,28.541479700000004,10.51,3.1,230.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1659,Burger King,"Burger,FastFood",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.1551985,28.5417053,6.57,3.2,458.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1660,Kylin Express,"Asian,Chinese",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.155068,28.5411683,9.19,2.6,176.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1661,Big Fat Sandwich,American,New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.15575699,28.54155381,10.51,3.5,232.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1662,Fashion Tv Cafe,"Continental,Chinese,NorthIndian",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.15530144,28.5414127,28.89,3.6,27.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1663,Kylin Skybar,"Chinese,Japanese,Thai,Malaysian,Vietnamese,Asian",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.154938,28.5414475,28.89,3.6,210.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1664,Lemon Drops,"NorthIndian,SouthIndian",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.1552225,28.541052500000006,6.57,3.9,44.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1665,Punjabi By Nature Express,"NorthIndian,StreetFood,Mughlai",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.15509899999998,28.5411702,7.88,3.5,206.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1666,Red Mango,"Cafe,Desserts",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.15538769999998,28.5409809,9.19,3.7,185.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1667,Starbucks,Cafe,New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.15541266,28.54089671,9.19,3.7,256.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1668,Peninsular Kitchen,"Seafood,SouthIndian,Andhra,Hyderabadi,Goan",New Delhi,"Ambience Mall, Vasant Kunj, New Delhi",India,77.15509490000002,28.5411409,19.7,4.2,336.0,"AmbienceMall,VasantKunj,NewDelhi,India"
1669,Mithapur,"Chinese,FastFood,NorthIndian,SouthIndian",New Delhi,"Anand Lok, New Delhi",India,77.2187517,28.5555634,5.91,3.4,280.0,"AnandLok,NewDelhi,India"
1670,Diggin,"Italian,Continental,Cafe",New Delhi,"Anand Lok, New Delhi",India,77.2194983,28.5556355,18.39,4.2,2131.0,"AnandLok,NewDelhi,India"
1671,Aggarwal Sweet India,"FastFood,NorthIndian,Chinese,Desserts",New Delhi,"Anand Vihar, New Delhi",India,77.3169197,28.6603476,2.63,2.8,13.0,"AnandVihar,NewDelhi,India"
1672,Banzara's,"Chinese,FastFood",New Delhi,"Anand Vihar, New Delhi",India,77.3063202,28.6594964,5.25,3.1,38.0,"AnandVihar,NewDelhi,India"
1673,Bobby Tikki Wala,StreetFood,New Delhi,"Anand Vihar, New Delhi",India,77.3168615,28.6603647,1.97,2.8,69.0,"AnandVihar,NewDelhi,India"
1674,Chennai Junction,SouthIndian,New Delhi,"Anand Vihar, New Delhi",India,77.3065547,28.6596493,6.57,3.3,11.0,"AnandVihar,NewDelhi,India"
1675,Chicken Bite,FastFood,New Delhi,"Anand Vihar, New Delhi",India,77.3065301,28.6595397,2.63,3.1,6.0,"AnandVihar,NewDelhi,India"
1676,Chocolate Dreams,"Bakery,Desserts",New Delhi,"Anand Vihar, New Delhi",India,77.3068973,28.6594042,5.25,3.0,4.0,"AnandVihar,NewDelhi,India"
1677,Dial n Dine,"NorthIndian,Chinese",New Delhi,"Anand Vihar, New Delhi",India,77.316909,28.6602285,8.54,3.4,80.0,"AnandVihar,NewDelhi,India"
1678,Fresh n Refresh,FastFood,New Delhi,"Anand Vihar, New Delhi",India,77.3066672,28.6596084,6.57,3.4,24.0,"AnandVihar,NewDelhi,India"
1679,Garden Hut,"Chinese,FastFood",New Delhi,"Anand Vihar, New Delhi",India,77.305701,28.6601278,3.28,3.1,13.0,"AnandVihar,NewDelhi,India"
1680,Giani,"IceCream,Desserts",New Delhi,"Anand Vihar, New Delhi",India,77.30649659999997,28.6596561,5.25,3.3,12.0,"AnandVihar,NewDelhi,India"
1681,Jugnu Gaming Zone and Cafe,"Cafe,NorthIndian,FastFood",New Delhi,"Anand Vihar, New Delhi",India,77.31032330000002,28.6578549,7.88,2.9,4.0,"AnandVihar,NewDelhi,India"
1682,Keventer's South Indian & Chinese Food,"Chinese,SouthIndian",New Delhi,"Anand Vihar, New Delhi",India,77.3068127,28.6594592,2.63,2.8,9.0,"AnandVihar,NewDelhi,India"
1683,KTS,FastFood,New Delhi,"Anand Vihar, New Delhi",India,77.306795,28.65948,3.28,3.3,18.0,"AnandVihar,NewDelhi,India"
1684,Mandarin,Chinese,New Delhi,"Anand Vihar, New Delhi",India,77.3061657,28.659802600000006,7.88,2.8,14.0,"AnandVihar,NewDelhi,India"
1685,Penguin Bakers & Shakers,FastFood,New Delhi,"Anand Vihar, New Delhi",India,77.30647049999997,28.6596774,5.25,2.8,9.0,"AnandVihar,NewDelhi,India"
1686,Rollmates,"FastFood,NorthIndian,Chinese",New Delhi,"Anand Vihar, New Delhi",India,77.30642579999999,28.659525800000004,2.63,3.2,16.0,"AnandVihar,NewDelhi,India"
1687,Tandoori Nights,"Mughlai,NorthIndian",New Delhi,"Anand Vihar, New Delhi",India,77.31698990000002,28.6604475,8.54,3.0,5.0,"AnandVihar,NewDelhi,India"
1688,Burger Dominion,FastFood,New Delhi,"Anand Vihar, New Delhi",India,77.30654390000002,28.6596325,6.57,3.6,251.0,"AnandVihar,NewDelhi,India"
1689,Cafe Gainz,HealthyFood,New Delhi,"Anand Vihar, New Delhi",India,77.306742,28.6595377,4.6,3.5,42.0,"AnandVihar,NewDelhi,India"
1690,Chaskaa,"Chinese,NorthIndian,Italian",New Delhi,"Anand Vihar, New Delhi",India,77.3066776,28.6595993,8.54,3.5,220.0,"AnandVihar,NewDelhi,India"
1691,Fabulous Cake Bites,"Bakery,Desserts,FastFood,Pizza,Burger,Continental",New Delhi,"Anand Vihar, New Delhi",India,77.3057084,28.6601355,5.25,3.6,34.0,"AnandVihar,NewDelhi,India"
1692,Hangout - A House Of Kathis,StreetFood,New Delhi,"Anand Vihar, New Delhi",India,77.3065483,28.6594782,3.28,3.7,103.0,"AnandVihar,NewDelhi,India"
1693,Malais By Anands,"NorthIndian,Chinese,SouthIndian,FastFood",New Delhi,"Anand Vihar, New Delhi",India,77.31719670000003,28.6602308,3.94,3.7,46.0,"AnandVihar,NewDelhi,India"
1694,Panchwati Rasoi,"NorthIndian,Chinese",New Delhi,"Anand Vihar, New Delhi",India,77.31715799999998,28.659876300000004,3.28,3.8,62.0,"AnandVihar,NewDelhi,India"
1695,Sprinkles Cup & Cake,"Bakery,Desserts",New Delhi,"Anand Vihar, New Delhi",India,77.3160226,28.6632543,3.94,3.6,42.0,"AnandVihar,NewDelhi,India"
1696,Target Ice Cream & Bakers,"Desserts,Bakery,Pizza,Burger,Continental",New Delhi,"Anand Vihar, New Delhi",India,77.3128538,28.660001,4.6,3.6,58.0,"AnandVihar,NewDelhi,India"
1697,The Sweeet Jar,"Cafe,Bakery",New Delhi,"Anand Vihar, New Delhi",India,77.3049468,28.6600636,13.13,3.9,106.0,"AnandVihar,NewDelhi,India"
1698,Juniper Bar - Andaz Delhi,"NorthIndian,European",New Delhi,"Andaz Delhi, Aerocity, New Delhi",India,77.12181085,28.55480667,19.7,3.0,4.0,"AndazDelhi,Aerocity,NewDelhi,India"
1699,McDonald's,"FastFood,Burger",New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.22435859999999,28.5625545,6.57,3.4,48.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1700,Pizza Hut Delivery,"Italian,Pizza,FastFood",New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.22426259999997,28.5625495,10.51,3.2,51.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1701,The Arena,"Continental,Asian,NorthIndian",New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.22457759999998,28.562449800000003,21.01,3.4,19.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1702,Restaurant De Seoul,"Japanese,Korean",New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.2245397,28.562518,32.83,3.6,59.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1703,Taksim,Continental,New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.2239998,28.5625562,19.7,3.9,188.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1704,Jom Jom Malay,"Malaysian,Indonesian",New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.22444300000002,28.563155,23.64,4.4,77.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1705,Kofuku,"Japanese,Asian",New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.22493695,28.56257437,19.7,4.0,46.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1706,The Sky High,"Continental,NorthIndian,Mughlai,Italian",New Delhi,"Ansal Plaza Mall, Khel Gaon Marg, New Delhi",India,77.2243747,28.5622825,18.39,4.1,387.0,"AnsalPlazaMall,KhelGaonMarg,NewDelhi,India"
1707,Haldiram's,"NorthIndian,SouthIndian,Chinese,Mithai,FastFood",New Delhi,"ARSS Mall, Paschim Vihar, New Delhi",India,77.10154384,28.66894461,6.57,3.1,117.0,"ARSSMall,PaschimVihar,NewDelhi,India"
1708,Jux Pux - The Dreamer's Cafe,"Beverages,FastFood",New Delhi,"Asaf Ali Road, New Delhi",India,77.238382,28.640954,4.6,3.1,7.0,"AsafAliRoad,NewDelhi,India"
1709,Pizzaon,"Pizza,FastFood",New Delhi,"Asaf Ali Road, New Delhi",India,77.23196391,28.64244153,6.57,3.0,10.0,"AsafAliRoad,NewDelhi,India"
1710,"34, Chowringhee Lane",FastFood,New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1729156,28.6933274,4.6,2.8,7.0,"AshokViharPhase1,NewDelhi,India"
1711,Aapni Dhani,"NorthIndian,StreetFood",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17314520000002,28.6927118,2.63,2.8,23.0,"AshokViharPhase1,NewDelhi,India"
1712,Bengal Sweet Corner,"NorthIndian,SouthIndian,Chinese,FastFood,Mithai",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1725562,28.692666,6.57,2.8,102.0,"AshokViharPhase1,NewDelhi,India"
1713,Chicken Vicken,"NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.16644559999997,28.6849156,7.88,3.4,19.0,"AshokViharPhase1,NewDelhi,India"
1714,Cup-a-licious,Bakery,New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17633020000002,28.6976846,2.63,3.2,15.0,"AshokViharPhase1,NewDelhi,India"
1715,Frontier,Bakery,New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17147779999998,28.693189500000006,2.63,3.0,10.0,"AshokViharPhase1,NewDelhi,India"
1716,Metro Fast Food,"Chinese,FastFood",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17273440000002,28.6938333,5.25,2.7,17.0,"AshokViharPhase1,NewDelhi,India"
1717,Nagpal's,StreetFood,New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.16644559999997,28.6848261,2.63,3.4,135.0,"AshokViharPhase1,NewDelhi,India"
1718,Nile Restro & Bar,"NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1721967,28.6942435,13.13,2.7,35.0,"AshokViharPhase1,NewDelhi,India"
1719,Popular Chicken,"NorthIndian,Mughlai,Chinese",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1730055,28.687425399999995,5.91,3.0,5.0,"AshokViharPhase1,NewDelhi,India"
1720,Sardar A Pure Meat Shop,"RawMeats,FastFood,NorthIndian",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1729156,28.6873272,1.97,3.4,22.0,"AshokViharPhase1,NewDelhi,India"
1721,Shankar Fast Food,"Chinese,FastFood",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17165759999997,28.6929381,3.94,3.2,74.0,"AshokViharPhase1,NewDelhi,India"
1722,Singh's Zaika ,"NorthIndian,Chinese,Mughlai",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17676309999997,28.681281899999995,6.57,3.0,4.0,"AshokViharPhase1,NewDelhi,India"
1723,The Mirch Masala,"NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17315579999998,28.6931964,9.19,3.0,7.0,"AshokViharPhase1,NewDelhi,India"
1724,The Mirch Masala,NorthIndian,New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.17363449999998,28.6873066,8.54,3.2,22.0,"AshokViharPhase1,NewDelhi,India"
1725,Uncle Cake Shop,"Bakery,Desserts,FastFood",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1855851,28.6738532,3.94,3.1,9.0,"AshokViharPhase1,NewDelhi,India"
1726,Kays Bar-Be-Que,"NorthIndian,Mughlai",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1731852,28.6933532,9.19,3.5,191.0,"AshokViharPhase1,NewDelhi,India"
1727,Master Bakers,"Bakery,Desserts,Chinese,FastFood",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1728257,28.692512800000006,4.6,3.7,199.0,"AshokViharPhase1,NewDelhi,India"
1728,The Master's Fast Food Centre,"FastFood,Chinese,Bakery",New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1734098,28.6930613,5.25,3.5,60.0,"AshokViharPhase1,NewDelhi,India"
1729,Chhabra Sweets,Mithai,New Delhi,"Ashok Vihar Phase 1, New Delhi",India,77.1723764,28.693992100000006,1.31,2.4,15.0,"AshokViharPhase1,NewDelhi,India"
1730,Kanwarji's,"StreetFood,Chinese,NorthIndian,Mithai",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1787198,28.6945328,3.94,2.9,29.0,"AshokViharPhase2,NewDelhi,India"
1731,Pizza Hut,"Italian,Pizza,FastFood",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1780375,28.6929229,13.13,3.4,35.0,"AshokViharPhase2,NewDelhi,India"
1732,Sagar Ratna,"SouthIndian,NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1779476,28.693362,7.88,2.7,278.0,"AshokViharPhase2,NewDelhi,India"
1733,Smelling Salts,"NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1715677,28.6951682,15.76,3.3,53.0,"AshokViharPhase2,NewDelhi,India"
1734,Wah Ji Wah,"NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.17953609999998,28.6960643,4.6,2.6,142.0,"AshokViharPhase2,NewDelhi,India"
1735,Wheelyz,"NorthIndian,Chinese,FastFood",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1782172,28.693567,7.22,2.5,41.0,"AshokViharPhase2,NewDelhi,India"
1736,Bell Pepperz,"Chinese,Italian,NorthIndian",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.17952009999998,28.696512800000004,17.07,3.9,492.0,"AshokViharPhase2,NewDelhi,India"
1737,Bharat Sweets,"Mithai,StreetFood",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1780375,28.6929229,3.28,3.5,28.0,"AshokViharPhase2,NewDelhi,India"
1738,Invitation,"NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1794454,28.6961234,17.07,3.6,457.0,"AshokViharPhase2,NewDelhi,India"
1739,Mystique Melange,"NorthIndian,Mughlai,Chinese,Continental",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1702198,28.6963822,23.64,3.9,173.0,"AshokViharPhase2,NewDelhi,India"
1740,Pandit Ji Paranthe Wale,NorthIndian,New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1799506,28.6965655,2.63,3.7,131.0,"AshokViharPhase2,NewDelhi,India"
1741,Raju Chat Palace,StreetFood,New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.18550350000002,28.680204,2.63,3.9,123.0,"AshokViharPhase2,NewDelhi,India"
1742,Seasonings - The Spice Mysteries,"NorthIndian,Mughlai,Chinese,Italian",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1793165,28.695053100000006,15.76,3.9,274.0,"AshokViharPhase2,NewDelhi,India"
1743,SGF - Spice Grill Flame,"NorthIndian,Chinese",New Delhi,"Ashok Vihar Phase 2, New Delhi",India,77.1794162,28.6961906,6.57,3.5,87.0,"AshokViharPhase2,NewDelhi,India"
1744,Apni Rasoi,NorthIndian,New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.177678,28.6923511,3.94,3.0,78.0,"AshokViharPhase3,NewDelhi,India"
1745,Bablu Kabab Shop,"NorthIndian,Mughlai",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.1781273,28.6919464,6.57,3.1,10.0,"AshokViharPhase3,NewDelhi,India"
1746,Cake o' Cuisine,Bakery,New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.1778577,28.691831,3.94,3.3,26.0,"AshokViharPhase3,NewDelhi,India"
1747,Domino's Pizza,"Pizza,FastFood",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.17781679999999,28.692417100000004,9.19,3.2,101.0,"AshokViharPhase3,NewDelhi,India"
1748,Hunger Flames,"Pizza,FastFood,Chinese",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.1835542,28.6872232,6.57,3.4,17.0,"AshokViharPhase3,NewDelhi,India"
1749,Puran Chand Ambala Wale Di Hatti,"NorthIndian,Mughlai",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.1780375,28.6924751,7.88,3.3,34.0,"AshokViharPhase3,NewDelhi,India"
1750,The Cake Gallery,Bakery,New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.16742370000001,28.6849542,6.57,3.3,12.0,"AshokViharPhase3,NewDelhi,India"
1751,Bablu Chic Inn,"Mughlai,NorthIndian",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.1780492,28.692485100000006,9.85,3.6,34.0,"AshokViharPhase3,NewDelhi,India"
1752,Masala Basket,"NorthIndian,SouthIndian,StreetFood",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.17788320000002,28.6921495,5.25,3.6,46.0,"AshokViharPhase3,NewDelhi,India"
1753,Udta Punjab,"NorthIndian,Mughlai",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.1780375,28.6924751,7.88,3.5,31.0,"AshokViharPhase3,NewDelhi,India"
1754,Munch Nation,"FastFood,Italian,Chinese",New Delhi,"Ashok Vihar Phase 3, New Delhi",India,77.17785772,28.69218909,4.6,4.0,96.0,"AshokViharPhase3,NewDelhi,India"
1755,Bengali Pastry Shop & Snack Bar,"NorthIndian,SouthIndian,Chinese",New Delhi,"Barakhamba Road, New Delhi",India,77.2319679,28.6295216,7.22,3.2,70.0,"BarakhambaRoad,NewDelhi,India"
1756,Bhimsain's Bengali Sweet House,"NorthIndian,SouthIndian,Chinese,StreetFood,Mithai",New Delhi,"Barakhamba Road, New Delhi",India,77.231938,28.6297833,5.25,3.4,560.0,"BarakhambaRoad,NewDelhi,India"
1757,Cafe Coffee Day,Cafe,New Delhi,"Barakhamba Road, New Delhi",India,77.22546157,28.62981784,5.91,2.9,4.0,"BarakhambaRoad,NewDelhi,India"
1758,Colonel's Kababz,"NorthIndian,FastFood",New Delhi,"Barakhamba Road, New Delhi",India,77.2322198,28.6291908,7.88,3.4,38.0,"BarakhambaRoad,NewDelhi,India"
1759,Faasos,"NorthIndian,FastFood",New Delhi,"Barakhamba Road, New Delhi",India,77.22946999999998,28.637044,7.88,2.8,11.0,"BarakhambaRoad,NewDelhi,India"
1760,Karachi Bakery,"Bakery,Mithai",New Delhi,"Barakhamba Road, New Delhi",India,77.2321395,28.6296552,2.63,3.0,4.0,"BarakhambaRoad,NewDelhi,India"
1761,Nathu's Sweets,"NorthIndian,SouthIndian,StreetFood,Mithai",New Delhi,"Barakhamba Road, New Delhi",India,77.23211620000002,28.6297135,7.88,3.3,421.0,"BarakhambaRoad,NewDelhi,India"
1762,Sachdeva Confectioners,"NorthIndian,Chinese",New Delhi,"Barakhamba Road, New Delhi",India,77.23034,28.636706,7.22,3.1,68.0,"BarakhambaRoad,NewDelhi,India"
1763,Bengali Sweet House,"NorthIndian,StreetFood,Chinese,SouthIndian,Mithai",New Delhi,"Barakhamba Road, New Delhi",India,77.2319464,28.6296407,5.25,3.6,85.0,"BarakhambaRoad,NewDelhi,India"
1764,Bijoli Grill,"Bengali,NorthIndian,Chinese",New Delhi,"Barakhamba Road, New Delhi",India,77.22564027,28.62586289,10.51,3.7,343.0,"BarakhambaRoad,NewDelhi,India"
1765,Nathu's Pastry Shop,"Bakery,Desserts,FastFood",New Delhi,"Barakhamba Road, New Delhi",India,77.2320661,28.6291468,3.94,3.8,120.0,"BarakhambaRoad,NewDelhi,India"
1766,Habibi Express,"Lebanese,Arabian,Moroccan",New Delhi,"Barakhamba Road, New Delhi",India,77.232182,28.6291992,9.85,2.3,55.0,"BarakhambaRoad,NewDelhi,India"
1767,Cafe Coffee Day,Cafe,New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16410805,28.55860308,5.91,3.2,49.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1768,China Town,"Chinese,FastFood",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16399444,28.55882222,5.25,2.9,7.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1769,Domino's Pizza,"Pizza,FastFood",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16454592,28.55759742,9.19,3.3,90.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1770,High Street Kitchen & Bar,NorthIndian,New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16416739,28.55803178,15.76,2.9,11.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1771,Pizza Hut,"Italian,Pizza,FastFood",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16408022,28.55750937,13.13,3.1,161.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1772,Sugar & Spice - Le Marche,"Bakery,FastFood",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16383245,28.55735771,10.51,3.0,67.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1773,The Kathis,"FastFood,NorthIndian",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16335401,28.55749052,3.94,2.8,23.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1774,The Kylin Experience,"Japanese,Chinese,Malaysian,Thai,Vietnamese",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16345278,28.55915278,22.33,3.3,60.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1775,Arabian Nites,Lebanese,New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16421165,28.55731442,5.91,3.5,239.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1776,Asia Kitchen,"Chinese,Thai,NorthIndian",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16395449,28.55894144,17.07,3.7,137.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1777,Dunkin' Donuts,"Burger,Desserts,FastFood",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16427334,28.55739275,7.88,3.7,212.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
1778,Krips Restaurant,"NorthIndian,Chinese",New Delhi,"Basant Lok Market, Vasant Vihar, New Delhi",India,77.16388777,28.55720016,13.13,3.5,193.0,"BasantLokMarket,VasantVihar,NewDelhi,India"
